"","","Date","Time","Session","Presenter","Venue","Title","Abstract"
"81","⊕","2018-07-12","14:00","Lightning","Stuart Davie","TBD","A data driven approach to generating and scoring B2B leads","In many industries, companies rely on a sales team to source and qualify leads. Unfortunately, this limits a company's potential leads to those that can be manually processed, while lead qualification is limited by the quality of ad hoc scoring systems. To find leads faster, companies might engage in cold-calling, or blanket email campaigns, both of which are known for their low conversion rates. Here, a data-driven B2B lead generation and qualification solution for the UK market is presented, based on open source data and XGBoost. Our models take into account both general and company specific features, and allow an approximation of the size of market opportunity. Lead reports containing pertinent conversion information are automatically generated using xgboostExplainer and R Markdown.  Considerations on feature engineering, and difficulties associated with overfitting, are also discussed.  **As there are several components to this presentation, a lightning talk would be preferred over a poster**"
"82","⊕","2018-07-12","14:00","R in the community","Simon Jackson","TBD","R from academia to commercial business","A 2017 report by StackOverflow showed that the use of R is greatest and growing fastest in academia. Commercial industries like tech, media, and finance, however, show the smallest usage and lowest adoption rates of the language. Yet learnings regarding the use of R and data science in academia and commercial settings complement each other. This presentation will share my experience as an R user moving from academia into commercial business; the transition moving from cognitive scientist at an Australian University to being a data scientist at one of the world’s largest travel e-commerce sites, Booking.com. I’ll discuss how the cutting-edge R skills used in academia can improve commercial product development. I will also identify the knowledge gaps I had moving into commercial business. This will be relevant to academics looking to move into industry, and business employers looking to hire data scientists from academia."
"83","⊕","2018-07-12","14:00","R in the community","Joseph Rickert","TBD","Connecting R to the ""Good Stuff""","In his book, Extending R, John Chambers writes: 

One of the attractions of R has always been the ability to compute an interesting result quickly. A key motivation for the original S remains as important now: to give easy access to the best computations for understanding data.

R developers have taken the challenge implied in John’s statement to heart, and have integrated R with some really “good stuff’ while providing easy access that conforms to natural R workflows. Rcpp and Shiny, for example, are both spectacularly successful projects in which R developers expanded the reach of R by connecting to external resources.

In this talk, I will survey the ongoing work to connect R to “good stuff” such as the CVX optimization software, the Stan Bayesian engine, Spark, Keras and TensorFlow; and provide some code examples including using the  sparlkyr package to run machine learning models on Spark and the keras package to run deep learning and other models on TensorFlow."
"84","⊕","2018-07-12","14:00","R in the community","Lisa Chen","TBD","Using R to help industry clients – The benefits and Opportunities","Dr Lisa Chen is Chief Analytics Officer for Harmonic Analytics.  She is a highly qualified and experienced data scientist, with a PhD in Statistics and a Bachelor of Science in Computer Science and Statistics.  Lisa has extensive experience using R including designing solution-based models for complex optimisation problems, and analysing large-scale datasets in R.  Harmonic has helped customers globally to address business challenges, across sectors including; agriculture, aviation, banking, energy, government, health, telecommunications and utilities.  We use R in our daily project work and also help clients with data science team development and R Training.  We will outline how we have used R, and RShiny and the benefits realised.   We will discuss our journey, data-driven approach, workflow and industry observations. We will discuss our learning with R, e.g. observations regarding Big Data with R, version control and some of the pain points & work-arounds.  We will share our observations on how clients are starting to adapt open source and R for their analytical work, plus the trends and opportunities.    Lisa will demonstrate examples of our interactive client dashboards."
"85","⊕","2018-07-12","14:00","Building community","Jonathan Carroll","TBD","Volunteer Vignettes; A Case-Study in Enhancing Documentation","Vignettes; long-form documentation for a package. Often a use-case, discussion, or scientific article. These are incredibly useful to both users and developers. In 2017, Julia Silge scraped CRAN and found most packages don't have one [1].

At the start of 2018, I decided to give back to the community by 'being the change I wanted to see in the world' and writing a Volunteer Vignette a month, for the entire year. Yet all the new and interesting packages I could think to write something for already had vignettes.

The solution came to me in February; have the community nominate packages. I made the call via Twitter [2] and received an encouraging response. I set about writing the first Volunteer Vignette and immediately discovered bugs and other issues, all of which have lead to positive discussions with the author and updates to the package.

In this talk I will present my first six months of the Volunteer Vignettes Project. I will demonstrate why vignettes are an invaluable step in making a robust R package.

[1] https://juliasilge.com/blog/mining-cran-description/
[2] https://twitter.com/carroll_jono/status/961139524901527552"
"86","⊕","2018-07-12","14:00","Building community","Robin Hankin","TBD","Special and general relativity in R","Although mostly used for statistics, R is a general purpose tool and
here I discuss how the R programming language can be used in the
context of physics education.  Here I introduce two R packages that
have been used in the teaching of Einstein's theories of special and
general relativity.

The 'gyrogroup' package implements the Lorentz boosts for relativistic
velocity addition.  It provides dramatic visualization of the
little-known fact that relativisitic Lorentzian velocity addition is
neither commutative nor associative.  The 'schwarzschild' package
presents visualization of black hole physics, and gravitational waves.

In this presentation I discuss these two packages and also the more
general issue of R used as a teaching tool in the context of physics
more generally."
"87","⊕","2018-07-12","14:00","Building community","Sam Clifford","TBD","Classes without dependencies","Although important, learning statistics isn’t generally why students choose to study science. To engage a cohort of first year Bachelor of Science students with diverse backgrounds and interests, we decided to design their core first year quantitative methods unit (with no math or programming prerequisites) around R.

The course is designed to be practical; using RStudio and tidyverse packages rather than statistical tables, students can quickly engage in visualisation, data wrangling, writing functions, and modelling as part of a coherent workflow for scientific inquiry.

In this talk, we discuss the learning and teaching principles and activities, outlining the use of blended and problem based learning to teach both the quantitative topic and the use of R, developing students' data analysis skills and confidence.

We discuss how workshop activities , quizzes, problem solving tasks, and the final project (a collaborative scientific article) not only assess students' skills but prepare them for work as a professional scientist. We will discuss students’ feedback on their experience in their journey from novice student to young scientist."
"88","⊕","2018-07-12","14:00","Scalable R","Le Zhang","TBD","Build scalable Shiny applications for employee attrition prediction on Azure cloud","Voluntary employee attrition may negatively affect a company in various aspects. Identifying employees with inclination of leaving is therefore pivotal to save potential loss. Data-driven techniques, assisted by a machine learning model, exhibit high accuracy in prediction for employee attrition and offer company executives insightful information for decision making.
The talk will cover a step-by-step tutorial about how to build a model for employee attrition prediction and deploy such analytical solution as Shiny-based web service on Azure cloud. R is used as the primary programming language and method for the development. Novel R packages such as AzureSMR and AzureDSVM that allow data scientists and developers to programmatically operate cloud resources and seamlessly operationalize the analytics within an R session, will also be introduced in the talk. Shiny application of the analytics including interactive data visualization and model creation is designed and deployed on Docker containers orchestrated by Kubernetes. Parameters of the deployment environment are carefully tuned to favor scalability of the application."
"89","⊕","2018-07-12","14:00","Scalable R","Bryan Galvin","TBD","Moving from Prototype to Production in R: A Look Inside the Machine Learning Infrastructure at Netflix","Machine learning helps inform decision making on just about every aspect of the business at Netflix, so it is important to empower our data scientists with tooling that makes them more effective. To accomplish this, we developed Metaflow-a platform written in Python for data scientists to develop, run, and deploy projects without getting in their way. Some key design features include: 

* Ability to work with the R packages we all know and love with no restrictions
* Scale up seamlessly from local development to the almost infinite resources in the cloud 
* Automatic checkpointing of data and code with immutable snapshots created at each step of the modeling pipeline 
* Deployment made easy with built-in hosting service and scheduling

In this talk, I will present an overview of some of the best practices that are baked into Metaflow, focusing especially on those that can be applied effectively at organizations that are not at Netflix scale. Additionally, I will cover some of the lessons learned from using reticulate to interface R with a large Python project."
"90","⊕","2018-07-12","14:00","Scalable R","Jason Gasper","TBD","Integrating R into a production data environment: A case example of using Oracle database services and R for fisheries management in Alaska.","Catch and economic information from fisheries off Alaska are critical for the management and conservation of marine resources. The National Marine Fisheries Service, Alaska Regional Office, uses an Oracle database to monitor and store federal fishery catch data off Alaska. Annually, the system processes over 2 million+ fishery catch transactions, and it currently houses over 25 years of historical fishery data. Information in the database includes details on harvested fish, estimates of bycatch, at-sea observations of discards, electronic monitoring of catch (video-derived estimates), geospatial information, and complex business rules to monitor catch allocations to ensure overfishing does not occur.  Our paper provides an high-level overview of the system architecture, with a focus on our use of R-Cran for both development (e.g., simulation and testing) and production (e.g., statistical features) within our Oracle database."
"91","⊕","2018-07-12","14:00","Spatial modeling","Matt Moores","TBD","bayesImageS: an R package for Bayesian image analysis","There are many approaches to Bayesian computation with intractable likelihoods, including the exchange algorithm, approximate Bayesian computation (ABC), thermodynamic integration, and composite likelihood. These approaches vary in accuracy as well as scalability for datasets of significant size. The Potts model is an example where such methods are required, due to its intractable normalising constant. This model is a type of Markov random field, which is commonly used for image segmentation. The dimension of its parameter space increases linearly with the number of pixels in the image, making this a challenging application for scalable Bayesian computation. My talk will introduce various algorithms in the context of the Potts model and describe their implementation in C++, using OpenMP for parallelism. I will also discuss the process of releasing this software as an open source R package on the CRAN repository."
"92","⊕","2018-07-12","14:00","Spatial modeling","Jin Li","TBD","A new R package for spatial predictive modelling: spm","Accuracy of spatial predictions is crucial for evidence-informed environmental management and conservation. Improving the accuracy by identifying the most accurate predictive model is essential, but also challenging as the accuracy is affected by multiple factors. Recently developed hybrid methods of machine learning methods and geostatistics have shown their advantages in spatial predictive modelling in environmental sciences, with significantly improved predictive accuracy. An R package, ‘spm: Spatial Predictive Modelling’, has been developed to introduce these methods and recently released for R users. This presentation will briefly introduce spm, including: 1) spatial predictive methods, 2) new hybrid methods of geostatistical and machine learning methods, 3) assessment of predictive accuracy, 4) applications of spatial predictive models, and 5) relevant functions in spm. It will then demonstrate how to apply some functions in spm to relevant datasets and to show the resultant improvements in predictive accuracy and modelling efficiency. Although in this presentation, spm is applied to data in environmental sciences, it can also be applied to data in other relevant disciplines."
"93","⊕","2018-07-12","14:00","Spatial modeling","Nicholas Tierney","TBD","Maxcovr: Find the best locations for facilities using the maximal covering location problem","Want better wifi at the office? Improved access to healthcare? The maximal covering location problem (MCLP) can help! The MCLP finds optimal locations of facilities to improve their coverage on a set of targets. This means better placed wifi routers and healthcare facilities. Although the MCLP was described in the 1970s, it can be daunting to actually implement as you need to know how to:

1) Formulate an optimisation problem
2) Make it talk to a solver engine
3) Get the data into the appropriate format for the solver to recognise
4) Translate the model output into a usable format

It is challenging, particularly if you are not familiar with optimisation, or techniques such as linear programming. It is, however, a great use case for an R package to abstract away detail you don’t need to worry about. The R package maxcovr provides a set of tools to perform, summarise, and visualise the MCLP, so that you can move on with your analysis, place better cellphone towers, and create better access to health facilities.

In this talk, I describe why the MCLP is useful, where it can be applied, and demonstrate of the use of maxcovr, before finally discussing future directions."
"94","⊕","2018-07-12","14:00","Visualisation","Paul Murrell","TBD","The Minard Paradox","Charles Joseph Minard's depiction of Napoleon's 1812 Russian campaign
might be described as the best statistical graphic ever drawn ... by
hand.  Minard did not have the benefit of modern computer technology
to help with his drawing; he did not have the option of importing a
Google map tile; and he probably did not even consider the possibility
of interactive tooltips.  However, there are aspects of what Minard
produced by hand that are very challenging for modern graphical
software, particularly the thick bands that represent the size of
Napolean's army over time.  This talk will describe the 'vwline'
package for R and explore some of the interesting challenges that
arise when attempting to render variable-width lines with software."
"95","⊕","2018-07-12","14:00","Visualisation","Natalia da Silva","TBD","Interactive Graphics for Visually Diagnosing Forest Classifiers in R","This paper describes structuring data and constructing plots to explore forest classification models interactively. A forest classifier is an example of an ensemble since it is produced by bagging multiple trees. The process of bagging and combining results from multiple trees produces numerous diagnostics which, with interactive graphics, can provide a lot of insight into class structure in high dimensions. Various aspects are explored in this paper, to assess model complexity, individual model contributions, variable importance and dimension reduction, and uncertainty in prediction associated with individual observations. The ideas are applied to the random forest algorithm (Breiman, 2001)  and projection pursuit forest (da Silva et al., 2017), but could be more broadly applied to other bagged ensembles. Interactive graphics are built in R (R Core Team, 2016) using the ggplot2( Wickham, 2016),  plotly (Sievert et al., 2017), and shiny (Chang et al., 2015) packages."
"96","⊕","2018-07-12","14:00","Visualisation","Chun Fung (Jackson) Kwok","TBD","Rjs: Going hand in hand with Javascript","Many of the popular data visualisation packages in R, e.g. Plotly, Leaflet and DiagrammeR, are powered by JavaScript. I will demonstrate how far a little JavaScript can go towards creating animated and interactive visualisations from within R. This is done with the package, Rjs, which provides a simple interface between R and JavaScript. It allows you to seamlessly combine R modelling packages with JavaScript interactive visualisation libraries. This talk is for researchers, data analysts, and intermediate R users looking to extend their skills in interactive data visualisation."
"97","⊕","2018-07-12","15:30","Genomic analysis: signatures to single cells","Momeneh (Sepideh) Foroutan","TBD","Singscore: a single-sample gene-set scoring method for analysing molecular signatures","Several single sample gene-set enrichment analysis methods have been introduced to score samples against gene expression signatures, such as ssGSEA, GSVA, PLAGE and combining z-scores. Although these methods have been proposed to generate single-sample scores, they use information from all samples in a dataset to calculate scores for individual samples. This leads to unstable scores which are influenced by sample size and composition in datasets.  We have proposed singscore, a ranked-based and truly single-sample scoring method implemented as an R/Bioconductor package singscore. We compare singscore to other methods and show that our approach performs as well as other methods for large datasets in terms of stability, while outperforming them in small datasets. Singscore is fast and generates easily-interpretable scores. We show the application of this method in cancer biology, where the dependence between distinct molecular signatures can be investigated across samples. Singscore has potential applications in personalised medicine, as it calculates replicable scores for individual samples regardless of the sample size or composition in the data."
"98","⊕","2018-07-12","15:30","Genomic analysis: signatures to single cells","Liam Crowhurst","TBD","scIVA: Single Cell Interactive Visualisation and Analysis","Technological advances enable measurements of gene expression at single cell resolution, creating datasets for investigating biological processes in life science research. Gene Expression data is commonly represented as a matrix of tens of thousands of genes and up to millions of cell, which has created a demand amongst biologists for quick visualisation and analysis. We developed scIVA, a Shiny web app that is designed to be used as an interactive visualisation tool of gene expression datasets, intended for those with little R experience and for users to gain preliminary insights into datasets for further exploration and analysis. The web app will also be available for download as a standalone R package. The web app performs various visualisations, all of which are interactive and downloadable through use of Plotly, integrated with d3 Javascript, as graphing tools. Moreover, scIVA allows for users to search for specific genes, subset by clusters and subpopulations, generate heatmaps and perform statistical analyses. The presentation will include a demonstration of the web app’s key features."
"99","⊕","2018-07-12","15:30","Genomic analysis: signatures to single cells","Sarah Williams","TBD","Celaref: Annotating single-cell RNAseq clusters by similarity to reference datasets","Single-cell RNA sequencing (scRNAseq) is a way of measuring gene expression of many individual cells simultaneously, and is often used on samples which contain a mix of different cell types.  In an scRNAseq analysis individual cells are typically clustered to group them by cell type. After clustering, identifying what type of cell is in each cluster (e.g. neurons) usually needs domain-specific knowledge of marker genes and function.
 
The celaref package accepts pre-computed cell-clusters and aims to suggest cell-types for each cluster via similarity to reference datasets (scRNAseq experiments or microarrays) from similar samples. Briefly, within-dataset differential expression is calculated to identify the most enriched genes for each cluster, then their rankings are examined in reference datasets. Kolmogorov–Smirnov tests are used to decide if multiple matches should be reported. Initial experiments on brain, lacrimal gland and blood PBMC samples show sensible matching between similar cell types without overreaching on dissimilar cells.
 
Celaref will be submitted to Bioconductor and is available at https://github.com/MonashBioinformaticsPlatform/celaref"
"100","⊕","2018-07-12","15:30","Genomic analysis: signatures to single cells","Luke Zappia","TBD","clustree: a package for producing clustering trees using ggraph","Clustering analysis is commonly used in many fields to group together similar samples. Many clustering algorithms exist, but all of them require some sort of user input to set parameters that affect the number of clusters produced. Deciding on the correct number of clusters for a given dataset is a difficult problem that can be tackled by looking at the relationships between samples at different resolutions. Here I will present clustree, an R package for producing clustering tree visualisations. These visualisations combine information from multiple clusterings with different resolutions, showing where new clusters come from and how samples change clusters as the number of clusters increases. Summarised information describing the samples in each cluster can be overlaid on the tree to give additional insight. I will also describe my experience developing clustree, particularly how I have made use of the ggraph package. The clustree package is available at https://github.com/lazappi/clustree and a preprint describing clustering trees can be read at https://www.biorxiv.org/content/early/2018/03/02/274035."
"101","⊕","2018-07-12","15:30","Data mining","Ilia Karmanov","TBD","Teach yourself deep-learning with R","R's concise matrix algebra and calculus functionality makes it easy to create machine learning-models from scratch. Creating models from scratch is a great way to learn how they actually work. We show how R can be used to create a linear regression, MLP and CNN from scratch (see blog: http://blog.revolutionanalytics.com/2017/07/nnets-from-scratch.html) and thus how one may go about teaching themselves about DNNs. We believe this ""hands-on"" approach to learning is more effective because it exposes the user to all the ""leaky abstractions"" that modern frameworks hide and helps them understand what makes the models fragile. R's simple interface lets us easily ""play"" with the created models to understand further (potentially abstract) topics, e.g: (i) visualise the classification boundary and thus investigate what effect number of neurons (and layers) have. (ii) Visualise different CNN filter-maps. (iii) Solve a neural-net deterministically through linear-programming (without SGD) by working through ""Proof of Theorem 1"" in ""Understanding deep learning requires re-thinking generalization"" by Zhang 2017 (as a mirror to solving linear regression with SGD)."
"102","⊕","2018-07-12","15:30","Data mining","Angus Taylor","TBD","Deep learning at scale with Azure Batch AI","In recent years, R users have been increasingly exploring the use of deep learning methods to solve difficult problems from computer vision to natural language processing. However, developing deep learning models is a time-consuming and compute-intensive task. To obtain good performance on many datasets, it is necessary to test many combinations of network structures and hyperparameters. In this talk, we will discuss how Microsoft Azure Batch AI can be used to perform this tuning task at scale on clusters of GPU-enabled virtual machines in the cloud. Developers create a single R script to define tests of multiple different network configurations, using the popular deep learning frameworks mxnet or Keras. We explain how to build a simple Docker image that can be deployed across multiple machines and defines the necessary installation dependencies. Batch AI will scale VM clusters as necessary to parallelize the tasks and obtain the optimal network configuration efficiently, saving hours or even days of the developer’s time. We will demonstrate the value of Batch AI with a live demo of training a deep learning model, implemented in R, on the classic MNIST computer vision dataset."
"103","⊕","2018-07-12","15:30","Data mining","Timothy Wong","TBD","Modelling Field Operation Capacity using Generalised Additive Model and Random Forest","In any customer-facing business, accurately predicting demand ahead of time is of paramount importance*. Workforce capacity can be flexibly scheduled at local area accordingly. In this way, we can ensure having sufficient workforce to meet volatile demand.

In this case study, we focus on the gas boiler repairing field operation in the UK. We have developed a prototype capacity forecasting procedure which uses a mixture of machine learning techniques to achieve its goal. Firstly, it uses Generalised Additive Model approach to estimate the number of incoming work requests. It takes into account the non-linear effects of multiple predictor variables. The next stage uses a large random forest to estimate the expected number of appointments for each work request by feeding in various ordinal and categorical inputs. At this stage, the size of the training set is considerable large and does not fully-fit in memory. In light of this, the random forest model was trained in chunks / parallel to enhance computational performance. 

Once all previous steps have been completed, probabilistic input such as the ECMWF Ensemble weather forecast to give a view of all predicted scenarios."
"104","⊕","2018-07-12","15:30","Data mining","Bernd Bischl","TBD","iml: A new Package for Model-Agnostic Interpretable Machine Learning","iml implements model-agnostic interpretability methods to explain the functional behavior and individual predictions of machine learning models. A large advantage of model-agnostic interpretability methods over model-specific ones is their flexibility, as often not one but many types of machine learning models are evaluated for solving a task. Anything that is build on top of an interpretation such an interpretation, e.g., a visualization or graphical user interface, now also becomes independent of the underlying model.

Currently implemented are:
Feature importance, Partial dependence plots, Individual conditional expectation plots (ICE), Tree surrogate, LocalModel: Local Interpretable Model-agnostic Explanations, Shapley value for explaining single predictions.

The talk will cover the basic concepts behind model-agnostic interpretations, and demonstrate the functionality of the package through applied examples in R.
Link to CRAN release: 
https://cran.r-project.org/web/packages/iml/index.html
Link to Github page: 
https://github.com/christophM/iml"
"105","⊕","2018-07-12","15:30","Simulation and modeling focus on survival analysis","Bachmann Patrick","TBD","Estimating individual Customer Lifetime Values with R: The CLVTools Package","Valuing customers is key to any firm. Customer lifetime value (CLV) is the central metric for valuing customers. It describes the long-term economic value of customers and gives managers an idea of how customers will evolve over time. To model CLVs in continuous non-contractual business settings such as retailers, probabilistic customer attrition models are the preferred choice in literature and practice. 
Our R package CLVTools provides an efficient and easy to use implementation frameworks for probabilistic customer attrition models. Building up on the learnings of other implementations, we adopt S4 classes to allow constructing rich and rather complex models that nevertheless still are easy to apply for the end user. In addition, the package includes recent model extensions, such as the option to consider contextual factors, that are not available in other packages.
This article will focus on both, the theory of the underlying statistical framework as well as about the practical application using real world data."
"106","⊕","2018-07-12","15:30","Simulation and modeling focus on survival analysis","Sam Brilleman","TBD","simsurv: A Package for Simulating Simple or Complex Survival Data","The simsurv package allows users to simulate simple or complex survival data. Survival data refers to a variable corresponding to the time from a defined baseline until occurrence of an event of interest. Depending on the field, the analysis of survival data can be known as survival, duration, reliability, or event history analysis. It has been common to make simplifying parametric assumptions when simulating survival data, e.g. assuming survival times follow an exponential or Weibull distribution. However, such assumptions are unrealistic in many settings. The simsurv package provides additional flexibility by allowing users to simulate survival times from 2-component mixture distributions or a user-defined hazard function. The mixture distributions allow for a variety of flexible baseline hazard functions. Moreover, a user-defined hazard function can provide even greater flexibility since the cumulative hazard does not require a closed-form solution. This means it is possible to simulate survival times under complex statistical models such as those for joint longitudinal-survival data. The package is modelled on the survsim package in Stata (Crowther and Lambert, 2012, Stata J)."
"107","⊕","2018-07-12","15:30","Simulation and modeling focus on survival analysis","Raju Rimal","TBD","R-package for simulating linear model data (simrel)","Data science is generating enormous amounts of data, and new and advanced analytical methods are constantly being developed to cope with the challenge of extracting information from such “big-data”. Researchers often use simulated data to assess and document the properties of these new methods. Here we present an R-package `simrel`, which is a versatile and transparent tool for simulating linear model data with an extensive range of adjustable properties. The method is based on the concept of relevant components and a reduction of the regression model. The concept was first implemented in an earlier version of `simrel` but only for single response case. In this version we introduce random rotations of latent components spanning a response space in order to obtain a multivariate response matrix Y. The properties of the linear relation between predictors and responses are defined by a small set of input parameters which allow versatile and adjustable simulations. In addition to the R-package, user-friendly shiny application with elaborate documentation and an RStudio gadget provide an easy interface for the package."
"108","⊕","2018-07-12","15:30","Simulation and modeling focus on survival analysis","Andrés Villegas","TBD","StMoMo: An R Package for Stochastic Mortality Modelling","In this talk we use the framework of generalised (non-)linear models to define the family of generalised Age-Period-Cohort stochastic mortality models which encompasses the vast majority of stochastic mortality projection models proposed to date, including the well-known Lee-Carter and Cairns-Blake-Dowd models.  We also introduce the R package StMoMo which exploits the unifying framework of the generalised Age-Period-Cohort family to provide tools for fitting stochastic mortality models, assessing their goodness of fit and performing mortality projections. We illustrate some of the capabilities of the package by performing a comparison of several stochastic mortality models applied to the Australian mortality experience. The R package StMoMo is available at http://CRAN.R-project.org/package=StMoMo."
"109","⊕","2018-07-12","15:30","Improving performance","Stepan Sindelar","TBD","FastR: an alternative R language implementation","R is a highly dynamic language that employs a unique combination of data type immutability, lazy evaluation, argument matching, large amount of built-in functionality, and interaction with C and Fortran code. It is therefore a challenging task to develop an alternative R runtime that is both compatible with GNU R and can provide performance of R code comparable to static programming languages like C.  FastR is an open source alternative R implementation that is trying to achieve this. The talk will introduce FastR and demonstrate the performance improvements it can offer, compatibility with GNU R by being able to run unmodified popular complex CRAN pacakges like ggplot2 or Shiny, and FastR unique features, for example in-process multi-threaded execution, and tools like CPU sampler or viewing R memory dumps with VisualVM."
"110","⊕","2018-07-12","15:30","Improving performance","Stepan Sindelar","TBD","Combining R and Python with GraalVM","GraalVM is a multi-language runtime that allows to run and combine multiple programming languages in one process and operating on the same data without the need to copy the data when crossing language boundaries. Moreover, the dynamic just-in-time compiler included in GraalVM is capable of applying optimizations across the languages boundaries. The languages implemented on top of GraalVM include FastR, an alternative R implementation, C, Ruby, JavaScript, and recently added GraalPython.

The talk will present interesting ways how R and Python can be combined into a polyglot application running on GraalVM, for example using R package from Python or vice versa, and briefly explain how this interoperability works on the technical level. One of the most important parts of a language ecosystem is tooling and especially interactive debugger. The talk will also present how one can debug multiple GraalVM languages at the same time in the Google Chrome Dev Tools, for instance stepping from R into C code."
"111","⊕","2018-07-12","15:30","Improving performance","David Smith","TBD","Speeding up computations in R with parallel programming in the cloud","There are many common workloads in R that are ""embarrassingly parallel"":  group-by analyses, simulations, and grid-based computations are just a few examples. In this talk, I'll provide a review of tools for implementing embarrassingly parallel computations in R, including the built-in ""parallel"" package and extensions such as the ""foreach"" package. 

I'll also demonstrate how you can dramatically reduce the time for a complex computation -- optimizing hyperparameters for a predictive model with the ""caret"" package -- by using a cluster of parallel R session in the cloud. With the ""doAzureParallel"" package, I'll show how you can create a cluster of virtual machines running R in Azure, parallelize the problem by registering backend to ""foreach"", and shut down the cluster when the computation is complete, all with just a few lines of R code."
"112","⊕","2018-07-12","15:30","Improving performance","Romain François","TBD","rrrow: an R front end to Apache Arrow","Apache Arrow is a cross-language development platform for in-memory data. It specifies a standardized language-independent columnar memory format for flat and hierarchical data, organized for efficient analytic operations on modern hardware. It also provides computational libraries and zero-copy streaming messaging and interprocess communication. Languages currently supported include C, C++, Java, JavaScript, Python, and Ruby.

R support is currently being implemented and in this talk we will discuss the various challenges, and our short, medium and long term vision for the connection between R and Apache Arrow."
"113","⊕","2018-07-12","15:30","Sports analytics","Robert Nguyen","TBD","USING AUSTRALIAN RULES FOOTBALL TO BROADEN THE APPEAL OF R AND STATISTICS AMONG YOUTH AND PUBLIC WITHOUT A STEM BACKGROUND","Our talk explores how sports analytics can be used to encourage those without a STEM background into the application of statistics and programming to a real world environment. Through the use of a R package (fitzRoy) related to AFL we aim to both lower the barrier to entry for data access while also increasing analytical fan engagement in AFL. We will also talk about common issues that arise for the first time R package builder.
A key barrier to entry for the growth of the AFL community is data access which prevents not only people having a go at writing, but it also prevents current media having reproducible work. By having an R package with online lessons on creating common fan rating systems like ELO, Pythagorean and Massey this will engage people who otherwise might have put learning statistical modelling and R into their personal *this is too hard* bucket. 
Commonly users are taught from a cleaned dataset and jump straight into modelling. This misses a key part which is cleaning. Our package, we aim to use tangible examples of scraped, raw AFL data from afltables and footywire to teach users how to clean scraped data themselves to get it into a tidy format for modelling."
"114","⊕","2018-07-12","15:30","Sports analytics","Alex Fun","TBD","Using TMB (Template Model Builder) to predict the winner of a ping pong match","In a recent and popular stats.stackexchange post, the following question was asked:

“I bet with my colleague that I will beat him in fifty consecutive ping pong games. So far I have won 15, what are my chances of winning the next 35 games?”

-- from https://stats.stackexchange.com/questions/329521/

To answer this question, I propose the following data generation process for the score-line in each game: The OP (original poster) is a far superior player who still wishes to make the game fun for their opponent (they are colleagues after all). This leads to a regression problem for the OP’s probability of winning a point, that cannot be fit using standard regression packages. This introductory talk will demonstrate how to use the TMB (Template Model Builder) package with an optimisation algorithm to find maximum likelihood estimates for the regression coefficients. This will show that TMB is a very useful and efficient tool, that allows the practictioner a lot of flexibility in exploring novel data generation processes and objective functions. I will also briefly touch upon using C++ from R, and automatic differentiation, which is great for those that dislike multivariate calculus."
"115","⊕","2018-07-12","15:30","Sports analytics","Andrew Simpkin","TBD","A Shiny app used to predict training load in professional sports","We have developed a Shiny dashboard web application used in professional sports to predict player load while planning a training session. This app allows coaches to better plan, prescribe and tailor training drills in advance. The Shiny dashboard app is deployed on Shiny Server Pro and connects to an SQL database of GPS data across multiple teams and sports. Teams can plan, save, edit and delete planned sessions to and from the GPS database. Based on retrospectively collected GPS and accelerometer data, we have developed a statistical learning algorithm to cluster similar drills and predict training load. The model achieves correlations over 0.95 in out-of-sample testing, with median differences of below 1% of GPS outcomes."
"116","⊕","2018-07-12","15:30","Sports analytics","Sayani Gupta","TBD","CricketData: An R package for international cricket data","The CricketData package provides convenient scraper functions for downloading data from ESPNCricinfo into tibbles. Functions are provided for obtaining data on the performance of male and female players across Test, One Day International and Twenty20 formats, and for batting, bowling and fielding. Tidyverse packages can then be used to explore, visualise and analyse the data. 

The package enables a user to answer simple questions such as 
-What is the highest number of catches taken by a wicket keeper?
-What is the maximum number of catches taken by a fielder in a particular 
 innings?
-How many batsmen have scored consecutive 100’s in two matches or more?
-What is the maximum number of maiden overs by a bowler in a specific 
  innings?

It will also allow for deeper questions to be addressed such as
-Do batsman tend to get run out more frequently when they are about to score a 
  century?
-How does the performance of cricketers change in the 12 months before 
  he/she retires?
-When is the period of peak performance during a cricketer’s career?

Finally, it makes it easy to produce visual comparisons of player performance across different statistics."
"117","⊕","2018-07-12","15:30","Leveraging web apps","Katie Sasso","TBD","Shiny meets Electron:  Turn your Shiny app into a standalone desktop app in no time","Using Shiny in consulting can be challenging, as all deployment options involve either sending intellectual property and data to the cloud or IT involvement. When providing consultative like services to extremely large, risk-averse, enterprises this can greatly restrict one’s ability to quickly get Shiny apps into users’ hands, as engagement of IT can take months if approved at all. We’ll share how the Columbus Collaboratory team overcame these barriers to rapid deployment by coupling R Portable and Electron, a framework for creating native applications with a variety of web technologies. All the tools needed to use Electron for desktop deployment of Shiny apps will be reviewed. We’ll highlight a specific example in which these technologies were used within a large enterprise to completely automate a weekly report. We’ll also share how the app used R Packages such as openxlsx, shinydashboard, RODBC, and Zoo to query an internal database, cleanse data, calculate key metrics, and create a downloadable excel file for dissemination. The best part? This Shiny app was delivered to the end business user as a stand-alone executable. https://github.com/ksasso/Electron_ShinyApp_Deployment"
